,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
9157,Maruti Ertiga,Maruti,Ertiga,9,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,450000
9158,Hyundai i20,Hyundai,i20,10,70000,Dealer,Diesel,Manual,21.9,1396,90,5,200000
9161,Maruti Celerio,Maruti,Celerio,5,35887,Dealer,Petrol,Automatic,23.1,998,67.04,5,390000
9162,Honda Jazz,Honda,Jazz,11,68000,Dealer,Petrol,Manual,16,1198,90,5,230000
9164,Maruti Celerio,Maruti,Celerio,7,32000,Dealer,Petrol,Manual,23.1,998,67.04,5,425000
9165,Volkswagen Polo,Volkswagen,Polo,7,59000,Dealer,Diesel,Manual,20.14,1498,88.5,5,490000
9166,Hyundai Verna,Hyundai,Verna,3,33000,Dealer,Diesel,Manual,22,1582,126.2,5,1090000
9167,Maruti Wagon R,Maruti,Wagon R,9,12000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
9169,Renault KWID,Renault,KWID,4,70000,Individual,Petrol,Manual,23.01,999,67,5,345000
9170,Honda City,Honda,City,6,35000,Dealer,Petrol,Manual,17.4,1497,117.6,5,600000
9171,Maruti Wagon R,Maruti,Wagon R,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
9172,Mahindra Thar,Mahindra,Thar,4,44000,Dealer,Diesel,Manual,16.55,2498,105,6,699000
9174,Volkswagen Vento,Volkswagen,Vento,6,43000,Individual,Petrol,Manual,15.04,1598,103.2,5,489000
9175,Hyundai Grand,Hyundai,Grand,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
9176,Datsun GO,Datsun,GO,3,9605,Individual,Petrol,Manual,19.83,1198,67,7,530000
9177,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,16,123374,Dealer,Petrol,Automatic,11.2,2497,203,5,421000
9178,Hyundai Creta,Hyundai,Creta,4,195000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1100000
9179,Toyota Fortuner,Toyota,Fortuner,9,120000,Individual,Diesel,Manual,12.55,2982,168.5,7,1400000
9180,Honda Civic,Honda,Civic,15,82000,Individual,Petrol,Manual,13.5,1799,130,5,89000
9181,Ford Ecosport,Ford,Ecosport,7,78409,Dealer,Petrol,Automatic,16.5,1499,110,5,560000
9182,Tata Nexon,Tata,Nexon,2,25000,Individual,Diesel,Manual,21.5,1497,108.5,5,750000
9183,Hyundai i10,Hyundai,i10,11,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,160000
9186,Honda Amaze,Honda,Amaze,4,80000,Individual,Petrol,Manual,17.8,1198,86.7,5,440000
9187,Maruti Baleno,Maruti,Baleno,3,33100,Individual,Petrol,Manual,21.4,1197,83.1,5,515000
9188,Hyundai Verna,Hyundai,Verna,10,50000,Individual,Petrol,Automatic,15.74,1591,121.3,5,450000
9189,Maruti Alto,Maruti,Alto,2,5000,Dealer,Petrol,Manual,23.95,998,67.05,5,420000
9192,Audi A6,Audi,A6,8,51000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1750000
9193,Hyundai Grand,Hyundai,Grand,4,15000,Dealer,Petrol,Automatic,18.9,1197,82,5,550000
9194,Ford Aspire,Ford,Aspire,5,37000,Individual,Petrol,Manual,18.16,1196,86.8,5,380000
9196,Hyundai i10,Hyundai,i10,12,34402,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
9197,Maruti Wagon R,Maruti,Wagon R,14,42125,Dealer,LPG,Manual,17.3,1061,57.5,5,120000
9198,Toyota Fortuner,Toyota,Fortuner,9,60000,Individual,Diesel,Manual,12.55,2982,168.5,7,1400000
9200,Renault KWID,Renault,KWID,3,21400,Individual,Petrol,Manual,23.01,999,67,5,365000
9201,Hyundai Grand,Hyundai,Grand,4,30000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,575000
9203,Honda Amaze,Honda,Amaze,3,36951,Dealer,Diesel,Manual,24.7,1498,98.63,5,780000
9204,Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Dealer,Diesel,Manual,19.3,1248,73.9,5,525000
9205,Hyundai Creta,Hyundai,Creta,5,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,750000
9206,Hyundai i10,Hyundai,i10,6,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,325000
9207,BMW 3,BMW,3,9,50000,Individual,Diesel,Automatic,18.88,1995,184,5,1200000
9208,Renault KWID,Renault,KWID,6,32000,Dealer,Petrol,Manual,20.71,799,53.26,5,245000
9209,Honda City,Honda,City,7,100000,Individual,Petrol,Manual,17.4,1497,117.3,5,600000
9210,Datsun GO,Datsun,GO,4,44000,Dealer,Petrol,Manual,19.02,1198,67.05,5,255000
9211,Hyundai Creta,Hyundai,Creta,6,64907,Dealer,Diesel,Manual,19.67,1582,126.2,5,800000
9212,Honda City,Honda,City,6,66983,Dealer,Petrol,Manual,17.4,1497,117.3,5,550000
9214,Ford Figo,Ford,Figo,10,38256,Dealer,Petrol,Manual,15.6,1196,70,5,220000
9215,Toyota Innova,Toyota,Innova,4,30000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1900000
9216,Mahindra Bolero,Mahindra,Bolero,6,120000,Individual,Diesel,Manual,15.96,2523,63,9,473000
9217,Renault KWID,Renault,KWID,2,5000,Individual,Petrol,Manual,25.17,799,53.3,5,375000
9218,Hyundai Verna,Hyundai,Verna,4,23228,Dealer,Petrol,Manual,17.43,1396,105.5,5,625000
9221,Maruti Alto,Maruti,Alto,10,16300,Individual,Petrol,Manual,19.7,796,46.3,5,168000
9222,Skoda Rapid,Skoda,Rapid,4,50000,Individual,Diesel,Manual,21.13,1498,108.6,5,850000
9223,Maruti Wagon R,Maruti,Wagon R,6,7830,Individual,Petrol,Manual,20.51,998,67.04,5,354000
9224,Mahindra Marazzo,Mahindra,Marazzo,2,18000,Individual,Diesel,Manual,17.3,1497,121,7,1025000
9225,Honda City,Honda,City,11,180000,Individual,Petrol,Manual,17,1497,118,5,400000
9226,Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,755000
9227,Honda City,Honda,City,11,50000,Individual,Petrol,Automatic,16.8,1497,118,5,310000
9229,Hyundai i20,Hyundai,i20,5,65000,Dealer,Petrol,Manual,17.19,1197,81.86,5,545000
9231,Jeep Compass,Jeep,Compass,4,52000,Dealer,Diesel,Manual,16.3,1956,170,5,1549000
9232,Mahindra Thar,Mahindra,Thar,3,36000,Dealer,Diesel,Manual,18.06,2523,63,7,745000
9233,Maruti Alto,Maruti,Alto,5,60000,Individual,Petrol,Manual,23.95,998,67.05,5,270000
9234,Honda City,Honda,City,6,35000,Dealer,Petrol,Manual,17.8,1497,117.3,5,570000
9235,Maruti Wagon R,Maruti,Wagon R,14,53000,Individual,Petrol,Manual,18.9,1061,67,5,121000
9236,Hyundai i20,Hyundai,i20,8,33135,Dealer,Petrol,Manual,18.5,1197,80,5,325000
9237,Maruti Eeco,Maruti,Eeco,11,7000,Individual,Petrol,Manual,15.37,1196,73,7,230000
9238,Maruti Alto,Maruti,Alto,13,110000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
9239,Honda City,Honda,City,5,55555,Dealer,Petrol,Manual,17,1497,118,5,590000
9240,Hyundai Grand,Hyundai,Grand,3,48000,Dealer,Diesel,Manual,24,1186,73.97,5,625000
9241,Maruti Alto,Maruti,Alto,2,15000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
9242,Maruti Alto,Maruti,Alto,11,29000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
9244,Hyundai Grand,Hyundai,Grand,6,42715,Dealer,Petrol,Manual,18.9,1197,82,5,410000
9246,Maruti Ciaz,Maruti,Ciaz,4,67238,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000
9247,Hyundai i20,Hyundai,i20,5,100000,Individual,Diesel,Manual,22.54,1396,88.73,5,550000
9248,Mahindra KUV,Mahindra,KUV,4,35000,Individual,Petrol,Manual,18.15,1198,82,6,450000
9249,Ford Ecosport,Ford,Ecosport,7,65238,Dealer,Diesel,Manual,22.7,1498,89.84,5,600000
9250,Maruti Ciaz,Maruti,Ciaz,5,37000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,550000
9253,Hyundai i20,Hyundai,i20,6,25000,Dealer,Diesel,Manual,22.54,1396,88.73,5,525000
9254,Renault KWID,Renault,KWID,4,17000,Dealer,Petrol,Manual,25.17,799,53.3,5,300000
9255,Ford Figo,Ford,Figo,9,115000,Dealer,Diesel,Manual,20,1399,68,5,350000
9256,Maruti Swift Dzire,Maruti,Swift Dzire,5,35000,Individual,Diesel,Manual,26.59,1248,74,5,600000
9258,Mahindra Scorpio,Mahindra,Scorpio,3,6345,Dealer,Diesel,Manual,16.36,2179,140,7,1425000
9259,Hyundai i20,Hyundai,i20,6,60000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
9260,Hyundai i20,Hyundai,i20,9,74357,Dealer,Petrol,Manual,17,1197,80,5,470000
9262,Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
9264,Mahindra KUV,Mahindra,KUV,5,65000,Dealer,Diesel,Manual,25.32,1198,77,6,345000
9265,Maruti Swift,Maruti,Swift,4,100000,Individual,Diesel,Manual,28.4,1248,74,5,580000
9266,Volkswagen Polo,Volkswagen,Polo,8,23000,Dealer,Petrol,Manual,16.47,1198,73.9,5,350000
9268,Tata Nexon,Tata,Nexon,3,47000,Individual,Diesel,Manual,21.5,1497,108.5,5,680000
9269,Hyundai Verna,Hyundai,Verna,5,27000,Dealer,Petrol,Manual,17.43,1396,105.5,5,550000
9270,Ford Ecosport,Ford,Ecosport,3,18000,Dealer,Diesel,Manual,23,1498,98.96,5,1050000
9271,Tata Nexon,Tata,Nexon,1,5000,Individual,Petrol,Manual,17,1198,108.5,5,750000
9272,Ford Ecosport,Ford,Ecosport,7,54000,Dealer,Diesel,Manual,22.7,1498,89.84,5,520000
9274,Renault Duster,Renault,Duster,4,51430,Dealer,Diesel,Manual,19.87,1461,83.8,5,625000
9276,Honda WR-V,Honda,WR-V,4,36000,Dealer,Petrol,Manual,17.5,1199,88.7,5,625000
9277,Hyundai i20,Hyundai,i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,515000
9278,Hyundai i10,Hyundai,i10,9,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,245000
9279,Honda City,Honda,City,2,9000,Dealer,Petrol,Automatic,18,1497,117.6,5,1150000
9280,Land Rover Rover,Land Rover,Rover,4,60000,Individual,Diesel,Automatic,12.83,2179,147.5,7,3800000
9281,Hyundai Grand,Hyundai,Grand,1,3800,Individual,Petrol,Manual,20.7,1197,81.86,5,600000
9282,Maruti Wagon R,Maruti,Wagon R,4,40000,Individual,CNG,Manual,26.6,998,58.16,5,330000
9283,Renault KWID,Renault,KWID,4,20914,Dealer,Petrol,Manual,23.01,999,67,5,340000
9284,Maruti Wagon R,Maruti,Wagon R,3,45455,Dealer,Petrol,Manual,18.9,998,67.1,5,425000
9285,Honda Amaze,Honda,Amaze,3,70000,Individual,Petrol,Automatic,18.1,1199,88.7,5,620000
9286,Maruti Ignis,Maruti,Ignis,3,20000,Individual,Petrol,Manual,20.89,1197,81.8,5,570000
9287,Maruti Alto,Maruti,Alto,14,46000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
9288,Honda City,Honda,City,8,15000,Individual,Petrol,Manual,16.8,1497,116.3,5,470000
9290,Hyundai i20,Hyundai,i20,5,20000,Dealer,Petrol,Manual,17.19,1197,81.86,5,540000
9292,Hyundai Venue,Hyundai,Venue,2,28600,Individual,Diesel,Manual,23.7,1396,88.7,5,1050000
9293,Maruti Wagon R,Maruti,Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
9294,Toyota Innova,Toyota,Innova,2,25000,Individual,Diesel,Manual,13.68,2393,147.8,8,1950000
9295,Maruti Ciaz,Maruti,Ciaz,2,30000,Individual,Petrol,Automatic,20.28,1462,103.25,5,960000
9296,Maruti Wagon R,Maruti,Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
9297,Maruti Swift Dzire,Maruti,Swift Dzire,2,15000,Individual,Diesel,Manual,28.4,1248,74.02,5,757000
9298,Hyundai i10,Hyundai,i10,5,30000,Individual,Petrol,Manual,19.81,1086,68.05,5,325000
9299,Honda City,Honda,City,6,45000,Dealer,Diesel,Manual,25.1,1498,98.6,5,575000
9301,Tata Tiago,Tata,Tiago,4,50000,Individual,Petrol,Manual,23.84,1199,84,5,400000
9303,Datsun RediGO,Datsun,RediGO,5,13000,Dealer,Petrol,Manual,22.7,799,53.64,5,285000
9306,Volkswagen Polo,Volkswagen,Polo,6,40346,Dealer,Petrol,Manual,16.47,1198,74,5,400000
9307,Skoda Superb,Skoda,Superb,6,40000,Dealer,Petrol,Manual,13.1,1798,157.75,5,895000
9309,Ford Ecosport,Ford,Ecosport,2,18500,Individual,Petrol,Manual,17,1497,121.31,5,950000
9310,Maruti Ciaz,Maruti,Ciaz,5,18000,Dealer,Petrol,Manual,20.73,1373,91.1,5,525000
9311,Maruti Swift,Maruti,Swift,10,70000,Individual,Petrol,Manual,16.1,1197,85,5,240000
9312,Hyundai i20,Hyundai,i20,5,62000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
9313,Mahindra Bolero,Mahindra,Bolero,9,200000,Individual,Diesel,Manual,13.6,2523,63,8,400000
9315,Hyundai Grand,Hyundai,Grand,4,18000,Individual,Petrol,Manual,18.9,1197,81.86,5,460000
9316,Maruti Wagon R,Maruti,Wagon R,5,63554,Dealer,Petrol,Manual,20.51,998,67.04,5,350000
9318,Hyundai i10,Hyundai,i10,14,55756,Dealer,Petrol,Manual,19.81,1086,68.05,5,200000
9319,Tata Tiago,Tata,Tiago,2,21860,Dealer,Petrol,Manual,23.84,1199,84.48,5,425000
9320,Tata Tiago,Tata,Tiago,3,20000,Individual,Petrol,Manual,23.84,1199,84,5,440000
9321,Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5,740000
9322,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,10000,Individual,Diesel,Automatic,13,2143,201.1,5,3600000
9324,Hyundai i20,Hyundai,i20,10,17728,Individual,Petrol,Manual,18.5,1197,80,5,215000
9325,Maruti Swift,Maruti,Swift,7,60000,Dealer,Diesel,Manual,28.4,1248,74,5,475000
9326,Ford Figo,Ford,Figo,10,54263,Dealer,Diesel,Manual,20,1399,68,5,225000
9327,Mahindra XUV500,Mahindra,XUV500,9,130000,Dealer,Diesel,Manual,15.1,2179,140,7,850000
9329,Hyundai Santro,Hyundai,Santro,13,89346,Individual,Petrol,Manual,17.92,1086,63,5,100000
9331,Maruti Vitara,Maruti,Vitara,2,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
9332,Maruti Swift,Maruti,Swift,5,110000,Individual,Diesel,Manual,25.2,1248,74,5,500000
9334,Tata Nexon,Tata,Nexon,3,4200,Individual,Petrol,Manual,17,1198,108.5,5,755000
9336,Maruti Alto,Maruti,Alto,6,40000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000
9337,Maruti Wagon R,Maruti,Wagon R,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,425000
9338,Tata Safari,Tata,Safari,4,50000,Individual,Diesel,Manual,14.1,2179,147.94,7,890000
9339,Tata Safari,Tata,Safari,14,80000,Individual,Petrol,Manual,12,2092,127,7,70000
9340,Hyundai i20,Hyundai,i20,8,36000,Dealer,Petrol,Manual,18.5,1197,82.9,5,324000
9341,Maruti Alto,Maruti,Alto,10,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
9342,Maruti Swift,Maruti,Swift,4,90000,Individual,Petrol,Manual,22,1197,81.8,5,450000
9344,Maruti Swift Dzire,Maruti,Swift Dzire,3,18000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
9346,Toyota Innova,Toyota,Innova,10,146781,Dealer,Diesel,Manual,12.8,2494,102,7,610000
9347,Hyundai Elantra,Hyundai,Elantra,3,32000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1199000
9348,Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,322000
9349,Maruti Vitara,Maruti,Vitara,3,64000,Individual,Diesel,Manual,24.3,1248,88.5,5,790000
9350,Mahindra KUV,Mahindra,KUV,5,36000,Individual,Petrol,Manual,18.15,1198,82,5,400000
9351,Maruti Swift,Maruti,Swift,3,30000,Individual,Petrol,Manual,22,1197,81.8,5,550000
9352,Maruti Baleno,Maruti,Baleno,3,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,700000
9353,Mahindra XUV300,Mahindra,XUV300,2,11840,Individual,Petrol,Manual,17,1197,110,5,1190000
9356,Honda WR-V,Honda,WR-V,1,5000,Individual,Petrol,Manual,17.5,1199,88.7,5,925000
9357,Mercedes-Benz CLS,Mercedes-Benz,CLS,7,8000,Dealer,Petrol,Automatic,9.26,3498,306,4,4200000
9358,Maruti Alto,Maruti,Alto,8,38600,Dealer,Petrol,Manual,20.92,998,67.1,5,229000
9361,Hyundai Creta,Hyundai,Creta,5,20234,Trustmark Dealer,Petrol,Manual,15.8,1591,121.3,5,925000
9362,Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,1997,120,7,900000
9364,Hyundai Creta,Hyundai,Creta,6,85000,Individual,Diesel,Manual,19.67,1582,126.2,5,860000
9365,Maruti Wagon R,Maruti,Wagon R,11,20000,Individual,Petrol,Manual,18.9,998,67.1,5,350000
9366,Maruti Swift Dzire,Maruti,Swift Dzire,6,100000,Individual,Diesel,Manual,26.59,1248,74,5,500000
9367,Ford Ecosport,Ford,Ecosport,6,720000,Dealer,Diesel,Manual,22.7,1498,89.84,5,675000
9370,Maruti Swift Dzire,Maruti,Swift Dzire,6,26000,Individual,Petrol,Manual,20.85,1197,83.14,5,475000
9371,Mahindra Scorpio,Mahindra,Scorpio,6,40000,Individual,Diesel,Manual,15.4,2523,75,9,800000
9372,Renault KWID,Renault,KWID,2,30000,Individual,Petrol,Manual,23.01,999,67,5,350000
9374,Honda City,Honda,City,7,30000,Individual,Petrol,Manual,17.4,1497,117.3,5,625000
9375,Honda Civic,Honda,Civic,10,180000,Individual,Petrol,Manual,14.8,1799,130.2,5,350000
9376,Hyundai i10,Hyundai,i10,9,31000,Individual,Petrol,Manual,19.81,1086,68.05,5,252000
9378,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000
9379,BMW 3,BMW,3,2,2000,Dealer,Diesel,Automatic,19.59,1995,184,5,4300000
9380,Maruti Celerio,Maruti,Celerio,3,15000,Individual,Petrol,Manual,21.63,998,67,5,400000
9382,Maruti Alto,Maruti,Alto,7,37604,Dealer,Petrol,Manual,20.92,998,67.1,5,300000
9383,Maruti Eeco,Maruti,Eeco,7,50000,Individual,Petrol,Manual,15.37,1196,73,7,250000
9384,Hyundai Verna,Hyundai,Verna,8,42000,Dealer,Diesel,Manual,22.32,1582,126.32,5,415000
9385,Mahindra Scorpio,Mahindra,Scorpio,8,130000,Individual,Diesel,Manual,12.05,2179,120,8,550000
9386,Hyundai i20,Hyundai,i20,4,35000,Dealer,Petrol,Manual,18.5,1197,82.85,5,545000
9387,Toyota Innova,Toyota,Innova,2,15000,Individual,Diesel,Manual,13.68,2393,147.8,8,1570000
9388,Honda City,Honda,City,6,48000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
9389,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,140000,Dealer,Diesel,Automatic,13,2987,265,5,2550000
9390,Mahindra Bolero,Mahindra,Bolero,9,100000,Individual,Diesel,Manual,15.96,2523,62.1,7,360000
9391,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,52000,Dealer,Diesel,Automatic,13,2143,204,5,2950000
9392,Maruti Eeco,Maruti,Eeco,5,50000,Individual,Petrol,Manual,15.37,1196,73,7,350000
9393,BMW 3,BMW,3,7,90000,Dealer,Diesel,Automatic,21.76,1995,188,5,2025000
9394,Ford Ecosport,Ford,Ecosport,3,5972,Dealer,Diesel,Manual,21.7,1498,98.96,5,975000
9395,Honda City,Honda,City,6,51000,Dealer,Petrol,Manual,17.4,1497,117.3,5,550000
9396,Mahindra Bolero,Mahindra,Bolero,6,170000,Individual,Diesel,Manual,15.96,2523,62.1,7,520000
9398,Hyundai i20,Hyundai,i20,4,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,775000
9399,Maruti Alto,Maruti,Alto,7,50000,Individual,Petrol,Manual,22.74,796,47.3,5,210000
9400,Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,63,9,520000
9401,Renault Duster,Renault,Duster,8,80000,Individual,Diesel,Manual,20.45,1461,83.8,5,380000
9402,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,26,1498,98.6,5,600000
9403,Renault Duster,Renault,Duster,6,63000,Dealer,Diesel,Manual,20.45,1461,83.8,5,550000
9404,Toyota Innova,Toyota,Innova,4,71000,Individual,Diesel,Manual,13.68,2393,147.8,7,1575000
9406,Audi Q7,Audi,Q7,6,70000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2900000
9407,Hyundai Creta,Hyundai,Creta,3,82000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1135000
9409,Maruti Swift Dzire,Maruti,Swift Dzire,9,47000,Dealer,Diesel,Manual,23.4,1248,74,5,371000
9410,Tata Tiago,Tata,Tiago,4,32455,Dealer,Petrol,Manual,23.84,1199,84,5,400000
9411,Hyundai Creta,Hyundai,Creta,6,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000
9412,Maruti Swift,Maruti,Swift,2,15000,Individual,Petrol,Manual,22,1197,81.8,5,710000
9413,Honda City,Honda,City,19,110000,Individual,Petrol,Manual,13,1493,100,5,50000
9414,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,23.95,998,67.05,5,276000
9415,Tata Nexon,Tata,Nexon,4,20000,Individual,Petrol,Manual,17,1198,108.5,5,550000
9416,Mahindra Bolero,Mahindra,Bolero,11,85000,Individual,Diesel,Manual,13.6,2523,63,7,330000
9417,Maruti Wagon R,Maruti,Wagon R,7,70000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
9418,Volkswagen Polo,Volkswagen,Polo,2,13000,Dealer,Petrol,Manual,16.2,1199,74,5,480000
9419,Hyundai Santro,Hyundai,Santro,13,64022,Dealer,Petrol,Manual,17.92,1086,62.1,5,180000
9420,Hyundai i20,Hyundai,i20,4,110000,Individual,Diesel,Manual,22.54,1396,88.73,5,670000
9422,Maruti Alto,Maruti,Alto,2,30000,Individual,Petrol,Manual,23.95,998,67.05,5,363000
9423,Maruti Ciaz,Maruti,Ciaz,7,78000,Individual,Diesel,Manual,26.21,1248,88.5,5,625000
9424,Mahindra Bolero,Mahindra,Bolero,5,58800,Dealer,Diesel,Manual,13.6,2523,63,7,585000
9426,Ford Figo,Ford,Figo,5,70000,Individual,Diesel,Manual,25.83,1498,99,5,400000
9427,Hyundai i20,Hyundai,i20,5,10487,Dealer,Petrol,Manual,18.6,1197,81.83,5,449000
9429,Skoda Rapid,Skoda,Rapid,7,349000,Dealer,Diesel,Manual,21.14,1498,103.52,5,349000
9432,Mahindra Scorpio,Mahindra,Scorpio,8,100000,Individual,Diesel,Manual,15.4,2179,120,8,650000
9433,Toyota Fortuner,Toyota,Fortuner,4,40000,Individual,Diesel,Manual,14.24,2755,174.5,7,3000000
9434,Renault Duster,Renault,Duster,8,100000,Individual,Diesel,Manual,19.01,1461,108.45,5,325000
9435,Hyundai i20,Hyundai,i20,9,45000,Individual,Petrol,Manual,17,1197,80,5,380000
9437,Maruti Swift Dzire,Maruti,Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,740000
9438,Maruti Vitara,Maruti,Vitara,4,39000,Dealer,Diesel,Manual,24.3,1248,88.5,5,880000
9439,Mahindra Scorpio,Mahindra,Scorpio,3,40000,Individual,Diesel,Manual,16.36,2179,140,7,1200000
9440,Ford Freestyle,Ford,Freestyle,3,50000,Individual,Petrol,Manual,19,1194,94.68,5,625000
9442,Maruti Ignis,Maruti,Ignis,4,8600,Individual,Petrol,Manual,20.89,1197,81.8,5,600000
9443,Ford Figo,Ford,Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5,500000
9444,Ford Ecosport,Ford,Ecosport,5,48000,Dealer,Petrol,Automatic,16.5,1499,110,5,699000
9445,Maruti Ertiga,Maruti,Ertiga,8,55000,Dealer,Diesel,Manual,25.47,1248,88.5,7,710000
9448,Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74,5,500000
9449,BMW X1,BMW,X1,5,24000,Dealer,Diesel,Automatic,19.62,1998,192,5,2575000
9451,Maruti Baleno,Maruti,Baleno,4,35000,Individual,Petrol,Manual,21.4,1197,83.1,5,600000
9452,Maruti Alto,Maruti,Alto,11,87743,Individual,Petrol,Manual,19.7,796,46.3,5,150000
9454,Mahindra KUV100,Mahindra,KUV100,5,51630,Dealer,Diesel,Manual,25.32,1198,77,6,245000
9456,Mahindra XUV500,Mahindra,XUV500,7,43000,Dealer,Diesel,Manual,15.1,2179,140,7,725000
9457,Toyota Innova,Toyota,Innova,7,82000,Dealer,Diesel,Manual,12.99,2494,100.6,8,879000
9461,Hyundai i10,Hyundai,i10,11,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
9462,Tata Safari,Tata,Safari,5,100000,Individual,Diesel,Manual,14.1,2179,153.86,7,750000
9463,Tata Tiago,Tata,Tiago,2,12000,Individual,Petrol,Manual,23.84,1199,84,5,470000
9464,Mahindra Bolero,Mahindra,Bolero,4,59170,Dealer,Diesel,Manual,16.5,1493,70,7,595000
9465,Maruti Alto,Maruti,Alto,11,41000,Dealer,Petrol,Manual,19.7,796,46.3,5,160000
9466,Hyundai Venue,Hyundai,Venue,1,10000,Individual,Diesel,Manual,23.7,1493,98.6,5,1000000
9467,Maruti Celerio,Maruti,Celerio,6,50000,Individual,Petrol,Manual,23.1,998,67.04,5,305000
9468,Maruti Wagon R,Maruti,Wagon R,3,32000,Individual,Petrol,Manual,21.79,998,67.05,5,435000
9469,Hyundai i20,Hyundai,i20,11,80000,Individual,Petrol,Manual,17,1197,80,5,250000
9470,Ford Figo,Ford,Figo,9,90000,Individual,Diesel,Manual,20,1399,68,5,150000
9472,Mahindra XUV500,Mahindra,XUV500,7,82001,Dealer,Diesel,Manual,15.1,2179,140,7,755000
9473,Maruti Alto,Maruti,Alto,7,33000,Dealer,Petrol,Manual,22.74,796,47.3,5,237000
9474,Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,625000
9476,Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,CNG,Manual,19,1197,85.8,5,325000
9477,Hyundai Grand,Hyundai,Grand,5,35000,Individual,Petrol,Manual,18.9,1197,82,5,420000
9478,Ford Figo,Ford,Figo,7,63407,Dealer,Diesel,Manual,20,1399,68.05,5,440000
9479,Mahindra XUV500,Mahindra,XUV500,3,27300,Individual,Diesel,Automatic,15.1,2179,152.87,7,1605000
9480,Mahindra Bolero,Mahindra,Bolero,9,68000,Individual,Diesel,Manual,15.96,2523,62.1,7,400000
9482,Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,15.1,2179,152.87,7,1350000
9483,Maruti Alto,Maruti,Alto,3,32000,Dealer,Petrol,Manual,24.7,796,47.3,5,280000
